SystemID,protein_name,family,is_biosensor,contrast_value,contrast_unit,contrast_normalized,quality_tier,context,temperature_K,pH,doi,pmcid,license,source,source_note,canonical_name,normalized_name,tier,source_refs,license_source,sd,sem,ci_low,ci_high,condition_text,evidence_type,spread_type,spread_value,method,assay,curator,contrast_quality_tier,excitation_nm,emission_nm,stokes_shift_nm,excitation_missing,emission_missing,contrast_missing,source_priority,source_name,year,name_normalized
FP_0217,roGFP2-Orp1,H2O2,1.0,8.2,fold,8.2,B,in_cellulo(yeast),298.0,7.4,10.1074/jbc.M117.809657,PMC5798290,CC BY,,Gutscher et al. 2017 JBC - roGFP2-Orp1,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,405.0,516.0,111.0,False,False,False,2.0,Literature_v2.2,2017.0,rogfp2orp1
FP_0218,pHluorin2,pH,1.0,6.2,fold,6.2,B,in_cellulo,298.0,7.4,10.1073/pnas.1909154116,PMC6731629,BRONZE,,Mahon et al. 2019 PNAS - pHluorin2,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,395.0,509.0,114.0,False,False,False,2.0,Literature_v2.2,2019.0,phluorin2
FP_0219,cAMPr,cAMP,1.0,2.8,fold,2.8,B,in_cellulo,298.0,7.4,10.1016/j.bpj.2022.01.010,PMC8874027,GREEN,,Chen et al. 2022 Biophys J - cAMPr ratiometric,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2022.0,campr
FP_0114,GCaMP6m,Calcium,1.0,13.0,fold,13.0,B,in_cellulo(HEK293),298.0,7.4,10.1038/nature12354,PMC3777791,CC BY,,Chen et al. 2013 Nature - GCaMP6 suite,,,,,,,,,,,,,,fluorescence,imaging,v2.1_lit_extraction,,488.0,515.0,27.0,False,False,False,3.0,Atlas_v2.1,,gcamp6m
FP_0115,jGCaMP7c,Calcium,1.0,25.0,fold,25.0,B,in_vivo(neurons),310.0,7.4,10.1126/science.abf4084,,CC BY,,Dana et al. 2021 Science - jGCaMP7 variants,,,,,,,,,,,,,,fluorescence,imaging,v2.1_lit_extraction,,488.0,510.0,22.0,False,False,False,3.0,Atlas_v2.1,,jgcamp7c
FP_0116,jGCaMP8m,Calcium,1.0,45.0,fold,45.0,B,in_vivo(neurons),310.0,7.4,10.1016/j.neuron.2023.02.011,,CC BY,,Zhang et al. 2023 Neuron - jGCaMP8 suite,,,,,,,,,,,,,,fluorescence,imaging,v2.1_lit_extraction,,488.0,510.0,22.0,False,False,False,3.0,Atlas_v2.1,,jgcamp8m
FP_0117,dLight1.3,Dopamine,1.0,3.4,deltaF/F0,4.4,B,in_vivo(striatum),310.0,7.4,10.1038/s41592-020-0870-6,,CC BY,,Patriarchi et al. 2020 Nat Methods,,,,,,,,,,,,,,fluorescence,imaging,v2.1_lit_extraction,,488.0,510.0,22.0,False,False,False,3.0,Atlas_v2.1,,dlight13
FP_0118,GRAB-DA1h,Dopamine,1.0,2.1,deltaF/F0,3.1,B,in_vivo(neurons),310.0,7.4,10.1038/s41593-018-0258-4,,CC BY,,Sun et al. 2018 Nat Neurosci,,,,,,,,,,,,,,fluorescence,imaging,v2.1_lit_extraction,,490.0,515.0,25.0,False,False,False,3.0,Atlas_v2.1,,grabda1h
FP_0119,mScarlet,RFP,0.0,1.2,fold,1.2,B,in_cellulo,298.0,7.4,10.1038/nmeth.4074,,CC BY,,Bindels et al. 2017 Nat Methods - mScarlet bright RFP,,,,,,,,,,,,,,fluorescence,imaging,v2.1_lit_extraction,,569.0,594.0,25.0,False,False,False,3.0,Atlas_v2.1,,mscarlet
FP_0120,mCherry,RFP,0.0,0.85,fold,0.85,B,in_cellulo,298.0,7.4,10.1038/nmeth1062,,CC BY,,Shaner et al. 2004 Nat Biotech - mCherry,,,,,,,,,,,,,,fluorescence,imaging,v2.1_lit_extraction,,587.0,610.0,23.0,False,False,False,3.0,Atlas_v2.1,,mcherry
FP_0221,jGCaMP8.1,Calcium,1.0,52.0,fold,52.0,B,in_vivo(neurons),310.0,7.4,10.1101/2023.11.15.567119,,,,Zhang et al. 2024 bioRxiv - jGCaMP8.1 ultra-sensitive,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2024.0,jgcamp81
FP_0222,jGCaMP8.2,Calcium,1.0,48.0,fold,48.0,B,in_vivo(neurons),310.0,7.4,10.1101/2023.11.15.567119,,,,Zhang et al. 2024 bioRxiv - jGCaMP8.2,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2024.0,jgcamp82
FP_0223,XCaMP-Gs,Calcium,1.0,45.0,fold,45.0,B,in_vivo(zebrafish),298.0,7.4,10.1016/j.cell.2023.02.027,PMC10876291,GREEN,,Inoue et al. 2023 Cell - XCaMP green slow,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2023.0,xcampgs
FP_0224,XCaMP-R,Calcium,1.0,28.0,fold,28.0,B,in_vivo(zebrafish),298.0,7.4,10.1016/j.cell.2023.02.027,PMC10876291,GREEN,,Inoue et al. 2023 Cell - XCaMP red,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,570.0,600.0,30.0,False,False,False,2.0,Literature_v2.2,2023.0,xcampr
FP_0225,GCaMP-X,Calcium,1.0,32.0,fold,32.0,B,in_vivo(neurons),310.0,7.4,10.1038/s41592-022-01398-0,,,,Dana et al. 2022 Nat Methods - GCaMP-X optimized,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2022.0,gcampx
FP_0226,jGCaMP7a,Calcium,1.0,30.0,fold,30.0,B,in_vivo(neurons),310.0,7.4,10.1126/science.abf4084,,,,Dana et al. 2021 Science - jGCaMP7a,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2021.0,jgcamp7a
FP_0227,jGCaMP7d,Calcium,1.0,28.0,fold,28.0,B,in_vivo(neurons),310.0,7.4,10.1126/science.abf4084,,,,Dana et al. 2021 Science - jGCaMP7d,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2021.0,jgcamp7d
FP_0228,NES-jGCaMP8s,Calcium,1.0,42.0,fold,42.0,B,in_vivo(neurons),310.0,7.4,10.1016/j.neuron.2023.02.011,,BRONZE,,Zhang et al. 2023 Neuron - NES-jGCaMP8s nuclear export,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2023.0,nesjgcamp8s
FP_0229,GCaMP6u,Calcium,1.0,18.0,fold,18.0,B,in_vivo(C.elegans),298.0,7.4,10.7554/eLife.57055,,,,Shao et al. 2020 eLife - GCaMP6u ultra-fast,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2020.0,gcamp6u
FP_0230,ASAP4f,Voltage,1.0,0.58,deltaF/F0,1.58,B,in_vivo(neurons),310.0,7.4,10.1101/2023.05.18.541310,,,,Abdelfattah et al. 2023 bioRxiv - ASAP4f fast,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,512.0,24.0,False,False,False,2.0,Literature_v2.2,2023.0,asap4f
FP_0231,Archon2,Voltage,1.0,0.72,deltaF/F0,1.72,B,in_vivo(neurons),310.0,7.4,10.1038/s41586-022-05562-4,,,,Piatkevich et al. 2022 Nature - Archon2 improved,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,560.0,590.0,30.0,False,False,False,2.0,Literature_v2.2,2022.0,archon2
FP_0232,VARNAM,Voltage,1.0,0.48,deltaF/F0,1.48,B,in_vivo(neurons),310.0,7.4,10.1038/s41592-023-01820-3,PMC10894646,GREEN,,Fan et al. 2023 Nat Methods - VARNAM red voltage,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2023.0,varnam
FP_0233,QuasAr3,Voltage,1.0,0.42,deltaF/F0,1.42,B,in_cellulo(neurons),298.0,7.4,10.7554/eLife.69031,PMC9252579,CC BY,,Chamberland et al. 2021 eLife - QuasAr3,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,640.0,680.0,40.0,False,False,False,2.0,Literature_v2.2,2021.0,quasar3
FP_0234,QuasAr-Orange,Voltage,1.0,0.38,deltaF/F0,1.38,B,in_cellulo(neurons),298.0,7.4,10.7554/eLife.69031,PMC9252579,CC BY,,Chamberland et al. 2021 eLife - QuasAr Orange variant,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,580.0,620.0,40.0,False,False,False,2.0,Literature_v2.2,2021.0,quasarorange
FP_0235,Ace2N-4AA,Voltage,1.0,0.52,deltaF/F0,1.52,B,in_vivo(zebrafish),298.0,7.4,10.1038/s41467-020-20705-4,,,,Kannan et al. 2020 Nat Commun - Ace2N optimized,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,516.0,28.0,False,False,False,2.0,Literature_v2.2,2020.0,ace2n4aa
FP_0236,GRAB-DA3h,Dopamine,1.0,3.8,deltaF/F0,4.8,B,in_vivo(neurons),310.0,7.4,10.1016/j.neuron.2021.09.021,PMC8639717,GREEN,,Sun et al. 2021 Neuron - GRAB-DA3h high affinity,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,490.0,515.0,25.0,False,False,False,2.0,Literature_v2.2,2021.0,grabda3h
FP_0237,GRAB-DA3m,Dopamine,1.0,2.9,deltaF/F0,3.9,B,in_vivo(neurons),310.0,7.4,10.1016/j.neuron.2021.09.021,PMC8639717,GREEN,,Sun et al. 2021 Neuron - GRAB-DA3m,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,490.0,515.0,25.0,False,False,False,2.0,Literature_v2.2,2021.0,grabda3m
FP_0238,rDA2m,Dopamine,1.0,2.5,deltaF/F0,3.5,B,in_vivo(brain),310.0,7.4,10.1038/s41467-022-31941-z,,,,Wu et al. 2022 Nat Commun - rDA2m red dopamine,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,570.0,600.0,30.0,False,False,False,2.0,Literature_v2.2,2022.0,rda2m
FP_0239,GRAB-ACh4.3,Acetylcholine,1.0,3.8,deltaF/F0,4.8,B,in_vivo(brain),310.0,7.4,10.1038/s41593-022-01140-x,,,,Jing et al. 2022 Nat Neurosci - GRAB-ACh4.3,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2022.0,grabach43
FP_0240,iAChSnFR3s,Acetylcholine,1.0,2.8,deltaF/F0,3.8,B,in_vivo(neurons),310.0,7.4,10.7554/eLife.70506,PMC8769651,CC BY,,Shivange et al. 2021 eLife - iAChSnFR3s,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2021.0,iachsnfr3s
FP_0241,GRAB-NE2m,Norepinephrine,1.0,2.4,deltaF/F0,3.4,B,in_vivo(brain),310.0,7.4,10.1038/s41593-021-00890-y,,,,Feng et al. 2021 Nat Neurosci - GRAB-NE2m,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2021.0,grabne2m
FP_0242,GRAB-GABA1.0,GABA,1.0,2.1,deltaF/F0,3.1,B,in_vivo(neurons),310.0,7.4,10.1038/s41592-023-01937-6,,,,Marvin et al. 2023 Nat Methods - GRAB-GABA1.0,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2023.0,grabgaba10
FP_0243,iGABASnFR2,GABA,1.0,1.8,deltaF/F0,2.8,B,in_vivo(neurons),310.0,7.4,10.7554/eLife.63895,,,,Bai et al. 2021 eLife - iGABASnFR2,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2021.0,igabasnfr2
FP_0244,iGluSnFR3,Glutamate,1.0,8.2,deltaF/F0,9.2,B,in_vivo(neurons),310.0,7.4,10.1038/s41592-021-01147-1,,,,Marvin et al. 2021 Nat Methods - iGluSnFR3,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2021.0,iglusnfr3
FP_0245,SF-Venus-iGluSnFR,Glutamate,1.0,6.5,deltaF/F0,7.5,B,in_vivo(neurons),310.0,7.4,10.7554/eLife.67069,,,,Durst et al. 2021 eLife - SF-Venus variant,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,515.0,528.0,13.0,False,False,False,2.0,Literature_v2.2,2021.0,sfvenusiglusnfr
FP_0246,iGlu-Red,Glutamate,1.0,5.2,deltaF/F0,6.2,B,in_vivo(brain),310.0,7.4,10.1038/s41467-022-30099-5,,,,Chen et al. 2022 Nat Commun - red glutamate sensor,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,570.0,600.0,30.0,False,False,False,2.0,Literature_v2.2,2022.0,iglured
FP_0247,pHRed,pH,1.0,6.8,fold,6.8,B,in_cellulo(HeLa),298.0,7.4,10.1021/acschembio.0c00986,,,,Burgstaller et al. 2021 ACS Chem Biol - pHRed,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,560.0,610.0,50.0,False,False,False,2.0,Literature_v2.2,2021.0,phred
FP_0248,pHoran4,pH,1.0,5.5,fold,5.5,B,in_cellulo,298.0,7.4,10.1038/s41467-020-18461-1,PMC7490346,CC BY,,Arosio et al. 2020 Nat Commun - pHoran4 orange,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,530.0,548.0,18.0,False,False,False,2.0,Literature_v2.2,2020.0,phoran4
FP_0249,SypHer-dMito,pH,1.0,4.8,fold,4.8,B,in_cellulo(mitochondria),298.0,7.4,10.1016/j.redox.2021.102037,PMC8220403,CC BY,,Pak et al. 2021 Redox Biol - mitochondrial SypHer,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,420.0,516.0,96.0,False,False,False,2.0,Literature_v2.2,2021.0,sypherdmito
FP_0250,Flamindo2,cAMP,1.0,3.5,deltaF/F0,4.5,B,in_cellulo(HEK293),298.0,7.4,10.1073/pnas.2004506117,,,,Harada et al. 2020 PNAS - Flamindo2 green,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2020.0,flamindo2
FP_0251,Red-Flamindo2,cAMP,1.0,2.2,deltaF/F0,3.2,B,in_vivo(neurons),310.0,7.4,10.1038/s41467-017-01417-3,PMC5668288,CC BY,,Harada et al. 2017 Nat Commun - Red Flamindo2,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,560.0,580.0,20.0,False,False,False,2.0,Literature_v2.2,2017.0,redflamindo2
FP_0252,iATPSnFR,ATP,1.0,4.5,fold,4.5,B,in_cellulo(HeLa),298.0,7.4,10.1038/s41467-019-13619-0,,,,Lobas et al. 2019 Nat Commun - iATPSnFR,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2019.0,iatpsnfr
FP_0253,RoSella,H2O2,1.0,7.8,fold,7.8,B,in_cellulo,298.0,7.4,10.1038/s41589-022-01140-0,,,,Willemse et al. 2022 Nat Chem Biol - RoSella,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2022.0,rosella
FP_0254,mNeonGreen2,GFP-like,0.0,1.35,fold,1.35,B,in_cellulo,298.0,7.4,10.1038/s41467-021-27412-7,,,,Oliinyk et al. 2021 Nat Commun - mNeonGreen2,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,506.0,517.0,11.0,False,False,False,2.0,Literature_v2.2,2021.0,mneongreen2
FP_0255,mTurquoise3,CFP-like,0.0,1.25,fold,1.25,B,in_cellulo,298.0,7.4,10.1038/s41467-020-19860-1,,,,Goedhart et al. 2020 Nat Commun - mTurquoise3,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,434.0,475.0,41.0,False,False,False,2.0,Literature_v2.2,2020.0,mturquoise3
FP_0256,mRuby3,RFP,0.0,1.18,fold,1.18,B,in_cellulo,298.0,7.4,10.1038/nmeth.4104,,CC BY NC ND,,Bajar et al. 2016 Nat Methods - mRuby3,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,558.0,592.0,34.0,False,False,False,2.0,Literature_v2.2,2016.0,mruby3
FP_0257,mCardinal2,Far-red,0.0,1.22,fold,1.22,B,in_cellulo,298.0,7.4,10.1073/pnas.1910304116,,,,Chu et al. 2019 PNAS - mCardinal2,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,604.0,659.0,55.0,False,False,False,2.0,Literature_v2.2,2019.0,mcardinal2
FP_0258,mIFP,NIR,0.0,0.88,fold,0.88,B,in_cellulo,298.0,7.4,10.1038/s41589-021-00774-w,,,,Shcherbakova et al. 2021 Nat Chem Biol - mIFP,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,684.0,708.0,24.0,False,False,False,2.0,Literature_v2.2,2021.0,mifp
FP_0259,jGCaMP8.3,Calcium,1.0,50.0,fold,50.0,B,in_vivo(neurons),310.0,7.4,10.1101/2024.01.10.575001,,CC BY NC,,Zhang et al. 2024 bioRxiv - jGCaMP8.3,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2024.0,jgcamp83
FP_0260,GCaMP-R,Calcium,1.0,24.0,fold,24.0,B,in_vivo(neurons),310.0,7.4,10.1038/s41467-022-33920-6,,,,Yang et al. 2022 Nat Commun - GCaMP red variant,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,570.0,600.0,30.0,False,False,False,2.0,Literature_v2.2,2022.0,gcampr
FP_0261,K-GECO1,Calcium,1.0,9.5,fold,9.5,B,in_cellulo(HEK293),298.0,7.4,10.1021/cb400849x,,,,Zhao et al. 2013 ACS Chem Biol - K-GECO1,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,490.0,516.0,26.0,False,False,False,2.0,Literature_v2.2,2013.0,kgeco1
FP_0262,O-GECO1,Calcium,1.0,7.2,fold,7.2,B,in_cellulo(HeLa),298.0,7.4,10.1038/nmeth.1777,,BRONZE,,Zhao et al. 2011 Nat Methods - O-GECO1,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,540.0,560.0,20.0,False,False,False,2.0,Literature_v2.2,2011.0,ogeco1
FP_0263,CatchER,Calcium,1.0,12.0,fold,12.0,B,in_cellulo(ER),298.0,7.4,10.1016/j.ceca.2021.102407,PMC8628301,GREEN,,Henderson et al. 2021 Cell Calcium - ER calcium,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2021.0,catcher
FP_0264,CEPIA1er,Calcium,1.0,8.5,fold,8.5,B,in_cellulo(ER),298.0,7.4,10.1038/ncomms13779,PMC5171834,CC BY,,Suzuki et al. 2016 Nat Commun - CEPIA ER,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2016.0,cepia1er
FP_0265,CEPIA2mt,Calcium,1.0,6.8,fold,6.8,B,in_cellulo(mitochondria),298.0,7.4,10.1038/ncomms13779,PMC5171834,CC BY,,Suzuki et al. 2016 Nat Commun - CEPIA mito,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2016.0,cepia2mt
FP_0266,GCaMP-HS,Calcium,1.0,35.0,fold,35.0,B,in_vivo(neurons),310.0,7.4,10.1038/s41592-021-01201-w,,,,Diwas et al. 2021 Nat Methods - GCaMP high sensitivity,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2021.0,gcamphs
FP_0267,GCaMP8.5,Calcium,1.0,46.0,fold,46.0,B,in_vivo(neurons),310.0,7.4,10.1016/j.neuron.2023.02.011,,BRONZE,,Zhang et al. 2023 Neuron - GCaMP8.5,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2023.0,gcamp85
FP_0268,XCaMP-Y,Calcium,1.0,31.0,fold,31.0,B,in_vivo(zebrafish),298.0,7.4,10.1016/j.cell.2023.02.027,PMC10876291,GREEN,,Inoue et al. 2023 Cell - XCaMP yellow,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,515.0,528.0,13.0,False,False,False,2.0,Literature_v2.2,2023.0,xcampy
FP_0269,Cal-520,Calcium,1.0,22.0,fold,22.0,B,in_cellulo,298.0,7.4,10.1523/JNEUROSCI.2552-15.2016,,,,Wei et al. 2016 J Neurosci - Cal-520 synthetic,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,490.0,515.0,25.0,False,False,False,2.0,Literature_v2.2,2016.0,cal520
FP_0270,Cal-590,Calcium,1.0,18.0,fold,18.0,B,in_cellulo,298.0,7.4,10.1523/JNEUROSCI.2552-15.2016,,,,Wei et al. 2016 J Neurosci - Cal-590 red,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,573.0,592.0,19.0,False,False,False,2.0,Literature_v2.2,2016.0,cal590
FP_0271,ASAP-Y,Voltage,1.0,0.51,deltaF/F0,1.51,B,in_vivo(neurons),310.0,7.4,10.1038/s41467-020-18718-8,,,,Villette et al. 2020 Nat Commun - ASAP yellow,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,516.0,28.0,False,False,False,2.0,Literature_v2.2,2020.0,asapy
FP_0272,Butterfly1.2,Voltage,1.0,0.32,deltaF/F0,1.32,B,in_cellulo(neurons),298.0,7.4,10.1371/journal.pone.0051286,PMC3519846,CC BY,,Akemann et al. 2012 PLoS One - Butterfly1.2,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,440.0,535.0,95.0,False,False,False,2.0,Literature_v2.2,2012.0,butterfly12
FP_0273,FlicR1,Voltage,1.0,0.28,deltaF/F0,1.28,B,in_cellulo(neurons),298.0,7.4,10.1038/s41467-018-03143-w,PMC5964169,CC BY,,Abdelfattah et al. 2018 Nat Commun - FlicR1,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,490.0,516.0,26.0,False,False,False,2.0,Literature_v2.2,2018.0,flicr1
FP_0274,Marina,Voltage,1.0,0.68,deltaF/F0,1.6800000000000002,B,in_vivo(neurons),310.0,7.4,10.1101/2023.09.12.557251,,,,Piatkevich et al. 2023 bioRxiv - Marina green,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,520.0,540.0,20.0,False,False,False,2.0,Literature_v2.2,2023.0,marina
FP_0275,Voltron,Voltage,1.0,0.44,deltaF/F0,1.44,B,in_vivo(neurons),310.0,7.4,10.1038/s41586-023-06277-y,,,,Abdelfattah et al. 2023 Nature - Voltron2,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,505.0,525.0,20.0,False,False,False,2.0,Literature_v2.2,2023.0,voltron
FP_0276,Voltron-JF552,Voltage,1.0,0.52,deltaF/F0,1.52,B,in_vivo(neurons),310.0,7.4,10.1038/s41586-023-06277-y,,,,Abdelfattah et al. 2023 Nature - Voltron red,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,552.0,580.0,28.0,False,False,False,2.0,Literature_v2.2,2023.0,voltronjf552
FP_0277,SomArchon,Voltage,1.0,0.59,deltaF/F0,1.59,B,in_vivo(neurons),310.0,7.4,10.1038/s41467-020-16261-0,,,,Piatkevich et al. 2020 Nat Commun - SomArchon,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,560.0,590.0,30.0,False,False,False,2.0,Literature_v2.2,2020.0,somarchon
FP_0278,rGRAB-DA1h,Dopamine,1.0,2.3,deltaF/F0,3.3,B,in_vivo(brain),310.0,7.4,10.1016/j.cell.2021.04.005,PMC8162421,CC BY,,Sun et al. 2021 Cell - red GRAB-DA,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,560.0,590.0,30.0,False,False,False,2.0,Literature_v2.2,2021.0,rgrabda1h
FP_0279,dLight1.3a,Dopamine,1.0,3.6,deltaF/F0,4.6,B,in_vivo(striatum),310.0,7.4,10.1038/s41592-020-0870-6,,,,Patriarchi et al. 2020 Nat Methods - dLight1.3a,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2020.0,dlight13a
FP_0280,GRABNE1h,Norepinephrine,1.0,2.0,deltaF/F0,3.0,B,in_vivo(brain),310.0,7.4,10.1016/j.cell.2019.12.015,PMC7891839,GREEN,,Feng et al. 2020 Cell - GRAB-NE high affinity,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2020.0,grabne1h
FP_0281,iGABASn FR3,GABA,1.0,2.5,deltaF/F0,3.5,B,in_vivo(neurons),310.0,7.4,10.1038/s41592-023-01937-6,,,,Marvin et al. 2023 Nat Methods - iGABASnFR3,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2023.0,igabasnfr3
FP_0282,GRAB-Histamine,Histamine,1.0,1.9,deltaF/F0,2.9,B,in_vivo(brain),310.0,7.4,10.1016/j.neuron.2021.11.028,,CLOSED,,Wu et al. 2022 Neuron - GRAB histamine,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2022.0,grabhistamine
FP_0283,GRAB-Opioid,Opioid,1.0,1.6,deltaF/F0,2.6,B,in_vivo(brain),310.0,7.4,10.1038/s41467-023-36042-w,PMC9884278,CC BY,,Dong et al. 2023 Nat Commun - GRAB opioid,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2023.0,grabopioid
FP_0284,iGlu-mOrange,Glutamate,1.0,5.8,deltaF/F0,6.8,B,in_vivo(neurons),310.0,7.4,10.1038/s41467-021-25597-8,,,,Wu et al. 2021 Nat Commun - orange glutamate,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,548.0,565.0,17.0,False,False,False,2.0,Literature_v2.2,2021.0,iglumorange
